M Müller-Olm,10. Conclusion,2006
CH Ho,Mechanisms towards energy-efficient dynamic hardware specialization,2014
"L Higham, J Kawash",Memory Consistency Models of Bus-Based Multiprocessors,1996
"A Moga, A Gefflaut, M Dubois",Memory Organizations in Hybrid DSM: A Performance Comparison,1997
"SM Mueller, WJ Paul",Memory System Design,2000
"A Jantsch, X Chen, A Naeem, Y Zhang, ...",Memory architecture and management in an NoC platform,2012
"L Higham, J Kawash",Memory consistency and process coordination for SPARC multiprocessors,2000
"J Kawash, L Higham",Memory consistency and process coordination for SPARC v8 multiprocessors,1999
"J Kawash, L Higham",Memory consistency and process coordination for SPARC v8 multiprocessors (brief announcement),2000
A Sterling,Memory consistency conditions for self-assembly programming,2009
D Mosberger,Memory consistency models,1993
"J Kawash, L Higham",Memory consistency models of bus-based multiprocessors,1996
M Springer,Memory-Efficient Object-Oriented Programming on GPUs,2019
"F Furbach, R Meyer, K Schneider, ...",Memory-model-aware testing: A unified complexity analysis,2015
"BR Konigsburg, AE Okpisz, TA Petersen, ...",Method and system for speculatively processing a load instruction before completion of a preceding synchronization instruction,2002
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Method for enabling direct prefetching of data during asychronous memory move operation,2011
"JL Hennessy, MA Horowitz",Microsupercomputers: Design and Implementation,1990
F Zheng,Middleware for online scientific data analytics at extreme scale,2014
"DAM Choy, HVLAK Singh",Mixed Consistency: A Model for Parallel Programming,1994
"DAMCH Va, LAK Singhl",Mixed Consistency: A Model for Parallel Programming,1994
"D Agrawal, M Choy, H Va Leong, ...",Mixed consistency: a model for parallel programming,1994
"S Flur, S Sarkar, C Pulte, K Nienhuis, L Maranget, ...","Mixed-size concurrency: ARM, Power, C/C++ 11, and SC",2017
"M Kokologiannakis, A Raad, V Vafeiadis",Model checking for weakly consistent libraries,2019
"AM Dan, P Lam, T Hoefler, M Vechev",Modeling and analysis of remote memory access programming,2016
"A Atalar, A Gidenstam, ...",Modeling energy consumption of lock-free queue implementations,2015
M Senftleben,Modelling Memory Consistency Models for Formal Verification,2019
"C Kessler, J Keller",Models for parallel computing: Review and perspectives,2007
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multi-level multiprocessor speculation mechanism,2004
"W Kim, M Voss",Multicore desktop programming with intel threading building blocks,2010
MJ Carlton,"Multiple-bus, scalable, shared-memory multiprocessors",1995
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism for efficiently managing multiple barrier operations,2003
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism via a barrier speculation flag,2004
"GL Guthrie, RK Arimilli, JS Dodson, ...",Multiprocessor speculation mechanism with imprecise recycling of storage operations,2003
MD Hill,Multiprocessors should support simple memory consistency models,1998
M Hill,Multiprocessors should support simple memory consistency models,1997
"SL Scott, GJ Faanes, B Stephenson, ...",Multistream processing memory-and barrier-synchronization method and apparatus,2008
"S Kavadias, M Katevenis, ...",Network Interface Design for Explicit Communication in Chip Multiprocessors,2010
"A Polze, M Malek",Network computing with SONiC,1998
R Pereira,New design and implementation of the manager-client pairing framework in Manifold,2013
"SV Tambat, S Vajapeyam",Non-strict cache coherence: Exploiting data-race tolerance in emerging applications,2000
"GJ Hinton, SE Raasch, S Hily, JG Holm, ...",Obtaining data for redundant multithreading (RMT) execution,2015
I Walulya,On Design and Applications of Practical Concurrent Data Structures,2018
"A RAAD, M DOKO, L ROŽIĆ, ORI LAHAV, ...",On Library Correctness under Weak Memory Consistency,2019
"A Raad, M Doko, L Rožić, O Lahav, ...",On library correctness under weak memory consistency: Specifying and verifying concurrent libraries under declarative consistency models,2019
"M Kandemir, A Choudhary, ...",On reducing false sharing while improving locality on shared memory multiprocessors,1999
"R Vitenberg, R Friedman",On the locality of consistency conditions,2003
"BB Brandenburg, JM Calandrino, ...",On the scalability of real-time scheduling algorithms on multicore platforms: A case study,2008
"C Baumann, O Schwarz, M Dam",On the verification of system-level information flow properties for virtualized execution platforms,2019
"EK Kolodner, E Petrank",On-the-fly garbage collector,2001
"EK Kolodner, E Petrank",On-the-fly garbage collector,2002
"PE Hadjidoukas, ED Polychronopoulos, ...",OpenMP runtime support for clusters of multiprocessors,2003
G Georgopoulos,Operational Semantics of Memory System Implementations,2018
"M Senftleben, K Schneider",Operational characterization of weak memory consistency models,2018
T Ridge,Operational reasoning for concurrent Caml programs and weak memory models,2007
"A Bhagyanath, K Schneider",Optimal compilation for exposed datapath architectures with buffered processing units by SAT solvers,2016
"JB Manzano, Y Zhang, GR Gao","P3I: the Delaware programmability, productivity and proficiency inquiry",2005
"S Benkner, S Pllana, JL Traff, P Tsigas, U Dolinsky, ...",PEPPHER: Efficient and productive usage of hybrid computing systems,2011
MC Model,Paper not supplied,
"C Ding, X Shen, R Huang","Parallel programming using possible parallel regions and its language profiling compiler, run-time system and debugging support",2013
M Rinard,Parallel synchronization-free approximate data structure construction,2013
M Rinard,Parallel synchronization-free approximate data structure construction (full version),
"GR Gao, T Sterling, R Stevens, ...",Parallex: A study of a new parallel computation model,2007
"S Cheng, L Higham, J Kawash",Partition Consistency: A Case Study in Modeling Systems with Weak Memory Consistency and Proving Correctness of their Implementations,2013
"S Cheng, L Higham, J Kawash",Partition consistency,2014
H Pourmeidani,Performance Evaluation of Blocking and Non-Blocking Concurrent Queues on GPUs,2019
"A Bestavros, S Braoudakis, E Panagos",Performance Evaluation of Two-Shadow Speculative Concurrency Control,1993
XZZXL Sun,Performance Predictions on Implicit Communication Systems,
"X Zhang, Z Xu, L Sun",Performance predictions on implicit communication systems,1994
"O Itzhak, I Keidar, A Kolodny, UC Weiser",Performance scalability and dynamic behavior of Parsec benchmarks on many-core processors,2014
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Performing an asynchronous memory move (AMM) via execution of AMM store instruction within the instruction set architecture,2011
"A RAAD, ORI LAHAV, V VAFEIADIS",Persistent Owicki-Gries Reasoning,2019
"L Higham, J Kawash",Pitfalls in Memory Consistency Modelling,2016
JM DTU,Platform and MPSoC Analysis,
AD Sălcianu,Pointer analysis and its applications for Java programs,2001
"R Rugina, MC Rinard",Pointer analysis for structured parallel programs,2003
AD Robison,Policy-Based Design for Safe Destruction in Concurrent Containers,2013
"AW Appel, L Beringer, A Chlipala, ...",Position paper: the science of deep specification,2017
"BW Mammo, V Bertacco, A DeOrio, ...",Post-silicon validation of multiprocessor memory consistency,2015
"PE McKenney, TE Hart, J Walpole",Practical Concerns for Scalable Synchronization,2005
B Blum,Practical Concurrency Testing,2018
S Biswas,"Practical Support for Strong, Serializability-Based Memory Consistency",2016
V Luchangco,Precedence-based memory models,1997
PN Computing,Predictable Network Computing,
"H Karl, A Polze, M Werner",Predictable Network Computing,
"A Polze, M Werner, G Fohler",Predictable network computing,1997
"V Lodin, M Olovsson",Prestanda-och beteendeanalys av parallella köer med iterator.,2014
"T Masuzawa, M Mosbah",Principles of Distributed Systems,2010
"C Lu, T Masuzawa, M Mosbah","Principles of Distributed Systems: 14th International Conference, OPODIS 2010, Tozeur, Tunisia, December 14-17, 2010. Proceedings",2010
MA El-Zawawy,Probabilistic pointer analysis for multithreaded programs,2011
"J Esparza, E Tronci","Proceedings Sixth International Symposium on Games, Automata, Logics and Formal Verification",2015
J Kawash,Process coordination issues in systems with weak memory consistency,
"U Verner, A Schuster, M Silberstein",Processing data streams with hard real-time constraints on heterogeneous systems,2011
"I Ostrovsky, SH Toub",Producer-consumer data transfer using piecewise circular queue,2014
AM Dan,Program Analysis for Weak Memory Models,2018
"H Tang, K Shen, T Yang",Program transformation and runtime support for threaded MPI execution on shared-memory machines,2000
V Vafeiadis,Program verification under weak memory consistency using separation logic,2017
"PJ Joseph, S Vajapeyam",Program-level control of network delay for parallel asynchronous iterative applications,1996
"L Higham, J Kawash, A Pareek",Programmer-Centric Memory Consistency Modeling,2013
J Kawash,Programming Critical Sections on SPARC,
"NN Dang, P Tsigas",Progress guarantees when composing lock-free objects,2011
"S Joshi, D Kroening",Property-driven fence insertion using reorder bounded model checking,2015
"TJ Bohizic, MH Decker, VS Gyuris",Providing memory consistency in an emulated processing environment,2011
M Desnoyers,Proving the correctness of nonblocking data structures,2013
"JA Brown, R Kumar, D Tullsen",Proximity-aware directory-based coherence for multi-core processor architectures,2007
"PE McKenney, S Boyd-Wickizer, J Walpole",RCU usage in the Linux kernel: one decade later,2013
"M Xu, MD Hill, R Bodik",Race recording for multithreaded deterministic replay using multiprocessor hardware,2006
"PE McKenney, JD Slingwine",Read-copy update: Using execution history to solve concurrency problems,1998
"C Von Praun, JD Choi",Reader-initiated shared memory synchronization,2008
"A Naeem, X Chen, Z Lu, ...",Realization and performance comparison of sequential and weak memory consistency models in network-on-chip based multi-core systems,2011
"A Naeem, A Jantsch, X Chen, ...",Realization and scalability of release and protected release consistency models in NoC based systems,2011
"E Moiseenko, A Podkopaev, O Lahav, ...",Reconciling Event Structures with Modern Multiprocessors,2019
"P Bohannon, D Lieuwen, A Silberschatz, ...",Recoverable user-level mutual exclusion,1995
"M Kandemir, A Choudhary, ...",Reducing false sharing and improving spatial locality in a unified compilation framework,2003
"SL Scott, GJ Faanes, B Stephenson, ...",Relaxed memory consistency model,2012
"P Gammie, AL Hosking, K Engelhardt",Relaxing safely: verified on-the-fly garbage collection for x86-TSO,2015
"T Abe, T Ugawa, T Maeda",Reordering control approaches to state explosion in model checking with memory consistency models,2017
"G Gopalakrishnan, PD Hovland, C Iancu, ...","Report of the HPC Correctness Summit, Jan 25--26, 2017, Washington, DC",2017
"G Gopalakrishnan, PD Hovland, C Iancu, ...","Report of the HPC Correctness Summit, January 25-26, 2017, Washington, DC",2017
L Higham,Report on DISC'00,2001
"RK Arimilli, RS Blackmore, RN Kalla, C Kim, ...",Reporting of partially performed memory move,2013
H Karl,Responsive Execution of Parallel Programs in Distributed Computing Environments,1999
"N Koval, V Aksenov",Restricted memory-friendly lock-free bounded queues,2020
"S Biswas, R Zhang, MD Bond, ...",Rethinking Support for Region Conflict Exceptions,2019
"D Buono, G Mencagli",Run-time mechanisms for fine-grained parallelism on network processors: The tilepro64 experience,2014
P Carpenter,Running stream-like programs on heterogeneous multi-core systems,2011
"E Gidron, I Keidar, D Perelman, Y Perez",SALSA: scalable and low synchronization NUMA-aware algorithm for producer-consumer pools,2012
M VAN STEEN,SERGUEI MANKOVSKII,2009
CR Jesshope,SVP and µTC-A dynamic model of concurrency and its implementation as a compiler target,2007
C Boyapati,Safejava: a unified type system for safe programming,2003
"B Gomes, W Löwe, JW Quittek, ...","Sather 2: A Language Design for Safe, High-Performance Computing",1997
"A Naeem, A Jantsch, Z Lu",Scalability analysis of memory consistency models in NoC-based distributed shared memory SoCs,2013
"A Naeem, A Jantsch, Z Lu",Scalability analysis of release and sequential consistency models in NoC based multicore systems,2012
"A Naeem, X Chen, Z Lu, A Jantsch",Scalability of relaxed consistency models in NoC based multicore architectures,2010
"A Naeem, X Chen, Z Lu, ...",Scalability of weak consistency in NoC based multicore architectures,2010
SK Lam,Scaling CUDA for Distributed Heterogeneous Processors,2012
"HR Chuang, R Lyerly, S Lankes, ...",Scaling Shared Memory Multiprocessing Applications in Non-cache-coherent Domains,2020
"O Shacham, M Sagiv, A Schuster",Scaling model checking of dataraces using dynamic information,2007
"K Paraskevas, A Attwood, M Luján, ...",Scaling the capacity of memory systems; evolution and key approaches,2019
"K Nagar, P Mukherjee, S Jagannathan","Semantics, Specification, and Bounded Verification of Concurrent Libraries in Replicated Systems",2020
"AW Appel, S Blazy",Separation Logic for Small-Step cminor,2007
AWAS Blazy,Separation Logic for Small-step Cminor (extended version),
AWAS Blazy,Separation logic for small-step Cminor,2007
"AW Appel, S Blazy",Separation logic for small-step Cminor (extended version),2007
A Naeem,Shared Memory Consistency Models Evaluation in NoC based Multicore Systems,2012
"C Pulte, S Flur, W Deacon, J French, S Sarkar, ...",Simplifying ARM concurrency: multicopy-atomic axiomatic and operational models for ARMv8,2017
"A Ernstsson, J Ahlqvist, S Zouzoula, ...",SkePU 3: Portable High-Level Programming of Heterogeneous Systems and HPC Clusters,2020
"C Ding, X Shen, K Kelsey, C Tice, R Huang, ...",Software behavior oriented parallelization,2007
PE McKenney,Software implementation of synchronous memory barriers,2006
VW Freeh,Software support for distributed and parallel computing,1996
"J Burnim, K Sen, C Stergiou",Sound and complete monitoring of sequential consistency for relaxed memory models,2011
"J Alglave, D Kroening, J Lugton, V Nimal, ...",Soundness of data flow analyses for weak memory models,2011
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Specialized memory move barrier operations,2011
"M Senftleben, K Schneider",Specifying Weak Memory Consistency with Temporal Logic.,2016
"L Higham, L Jackson, J Kawash",Specifying memory consistency of write buffer multiprocessors,2007
"A Roychoudhury, T Mitra",Specifying multithreaded Java semantics for program verification,2002
"RK Arimilli, JS Dodson, GL Guthrie, ...",Speculative execution of instructions and processes before completion of preceding barrier operations,2005
"B McCloskey, DF Bacon, ...",Staccato: A parallel and concurrent real-time compacting garbage collector for multiprocessors,2008
"M Pöter, JL Träff","Stamp-it: A more Thread-efficient, Concurrent Memory Reclamation Scheme in the C++ Memory Model",2018
A Miné,Static Analysis of Concurrent Programs,2013
VPJ Nimal,Static analyses over weak memory,2014
J Alglave,Static analyses over weak memory,2014
A Miné,Static analysis of run-time errors in embedded critical parallel C programs,2011
A Miné,Static analysis of run-time errors in embedded real-time parallel C programs,2012
"P Lutsyk, J Oberhauser, WJ Paul",Store Buffers,2020
"J Gummaraju, J Coburn, Y Turner, ...",Streamware: programming general-purpose multicore processors using streams,2008
CK Yuen,Strong and weak memory consistencies,2001
S Lametti,Structured Parallel Programming and Cache Coherence in Multicore Architectures,2015
"B Jacobs, F Piessens",Subsystems: provably safe exception handling (status report),2008
"C Blundell, EC Lewis, ...",Subtleties of transactional memory atomicity semantics,2006
"MS Moir, D Dice, PN Loewenstein",Supporting targeted stores in a shared-memory multiprocessor system,2015
"GL Guthrie, RK Arimilli, JS Dodson, ...",System and method for asynchronously overlapping storage barrier operations with old and new storage operations,2003
"GL Guthrie, RK Arimilli, JS Dodson, ...",System and method for enabling weak consistent storage advantage to a firmly consistent storage architecture,2005
"GL Guthrie, RK Arimilli, JS Dodson, ...",System and method for providing multiprocessor speculation within a speculative branch path,2004
D Dice,Systems and Methods for Performing Concurrency Restriction and Throttling over Contended Locks,2020
"N Sinha, C Wang",Systems and methods for concurrency analysis,2013
D Dice,Systems and methods for performing concurrency restriction and throttling over contended locks,2019
"C Wang, Y Wu, J Chung",TSO-Atomicity: Efficient TSO Enforcement for Aggressive Program Optimization,
"M Doko, V Vafeiadis",Tackling real-life relaxed concurrency with FSL++,2017
W Xiong,Taming implicit synchronizations in concurrent programs,2013
"W Zheng, B Wang, Y Wu",Task partition comparison between multi-core system and GPU,2010
"B Graysony, C Chase",Techniques for Low-Overhead and No-Overhead Communication Using Commodity Superscalar Processors,1997
"B Grayson, C Chase",Techniques for Low-Overhead and No-Overhead Communication Using Commodity Superscalar Processors Technical Report TR-PDS-1998-015,1998
BCC Kasikci,"Techniques for detection, root cause diagnosis, and classification of in-production concurrency bugs",2015
"RK Arimilli, RS Blackmore, RN Kalla, C Kim, ...",Termination of in-flight asynchronous memory move,2011
"D Lee, V Bertacco",Test Generation and Lightweight Checking for Multi-core Memory Consistency,2019
TR Sorensen,Testing and Exposing Weak Graphics Processing Unit Memory Models,2014
"B Grayson, C Chase","The Challenges of Low-Overhead Message-Passing Communication Using Commodity Superscalar Processors,""",1997
S Zuckerman,"The Cilk Multithreading System: Programming Model, Execution Model, and Runtime System",
"B Grayson, L John, C Chase",The Effects of Memory-Access Ordering on Multiple-Issue Uniprocessor,
BGLJC Chase,The Effects of Memory-Access Ordering on Multiple-Issue Uniprocessor Performance,
"B Grayson, L John, C Chase",The Effects of Memory-Access Ordering on Multiple-Issue Uniprocessor Performance Technical Report TR-PDS-1998-008,
"M Huisman, G Petri",The Java memory model: a formal explanation,2007
"A Dahlin, J Ersfolk, G Yang, H Habli, ...",The canals language and its compiler,2009
"R Spliet, R Mullins",The case for limited-preemptive scheduling in GPUs for real-time systems,2018
"B Grayson, L John, C Chase",The effects of memory-access ordering on multiple-issue uniprocessor performance,1999
S Warnakulasuriya,The use of multithreaded processors in DASH,
"M Adda, S Niar",Thread Synchronisation and Scheduling in a pipelined Multithread Processor,2000
A ATALAR,Throughput and energy efficiency of lock-free data structures: Execution Models and Analyses,2018
"L Higham, J Kawash",Tight bounds for critical sections in processor consistent platforms,2006
"P Qu, J Yan, GR Gao",Toward a Parallel Turing Machine Model,2016
H Zeffer,Towards Low-Complexity Scalable Shared-Memory Architectures,2006
NMR Carvalho,Towards a Generic and Dependable Software Transactional Memory,2010
"MA Hicks, MW van Tol, ...",Towards scalable I/O on a many-core architecture,2010
"M Schindewolf, A Cohen, W Karl, A Marongiu, L Benini",Towards transactional memory support for gcc,2009
GJ Nutt,Trace Extrapolation for Parallel Programs,
"EK Kolodner, E Lewis, E Petrank",Trace termination for on-the-fly garbage collection for weakly-consistent computer architecture,2005
"ML Goodstein, PB Gibbons, MA Kozuch, ...",Tracking and reducing uncertainty in dataflow analysis-based dynamic parallel monitoring,2015
LW Baugh,Transactional programmability and performance,2008
"D Lustig, G Sethi, A Bhattacharjee, M Martonosi",Transistency models: Memory ordering at the hardware-OS interface,2017
"G Diamos, A Kerr, M Kesavan",Translating GPU binaries to tiered SIMD architectures with Ocelot,2009
"D Cederman, B Chatterjee, P Tsigas",Understanding the performance of concurrent data structures on graphics processors,2012
PE McKenney,Using Counter-Flip Acknowledge And Memory-Barrier Shoot-Down To Simplify Implementation of Read-Copy Update In Realtime Systems,2008
"G Assa, H Meir, G Golan-Gueta, I Keidar, ...",Using Nesting to Push the Limits of Transactional Data Structure Libraries,2020
"A Arcangeli, M Cao, PE McKenney, ...",Using Read-Copy-Update Techniques for System V IPC in the Linux 2.5 Kernel.,2003
"PE McKenney, JD Slingwine",Using Thread History to Implement Low-Overhead Solutions to Concurrency Problems,
"L Baugh, N Neelakantam, ...","Using hardware memory protection to build a high-performance, strongly-atomic hybrid transactional memory",2008
"M Senftleben, K Schneider",Using temporal logics for specifying weak memory consistency models,2018
AN Pears,Using the DiST Simulator to teach parallel computing concepts,1995
"F Pong, M Dubois",Verification techniques for cache coherence protocols,1997
O Lahav,Verification under causally consistent shared memory,2019
H Wehrheim,Verifying Correctness of Persistent Concurrent Data Structures,2019
"W Damm, A Pnueli",Verifying Out-of-Order,2016
"S Krishna, M Emmi, C Enea, ...",Verifying Visibility-Based Weak Consistency,2020
"A Gotsman, N Rinetzky, H Yang",Verifying concurrent memory reclamation algorithms with grace,2013
"J Derrick, S Doherty, B Dongol, G Schellhorn, ...",Verifying correctness of persistent concurrent data structures,2019
"B Wachter, D Kroening, ...",Verifying multi-threaded software with Impact,2013
"W Damm, A Pnueli",Verifying out-of-order executions,1997
"R Sison, T Murray",Verifying that a compiler preserves concurrent value-dependent information-flow security,2019
CAR Hoare,Viewpoint retrospective: An axiomatic basis for computer programming,2009
"L Higham, J Kawash, N Verwaal",WEAK MEMORY CONSISTENCY MODELS PART ONE: DEFINITIONS AND COMPARISONS,1998
"J Kloosterman, J Beaumont, M Wollman, ...",WarpPool: Sharing requests with inter-warp coalescing for throughput processors,2015
"L Higham, J Kawash, N Verwaal",Weak Memory Consistency Models,
"L Higham, J Kawash, N Verwaal",Weak memory consistency models part II: Process coordination problems,1998
"L Higham, J Kawash, N Verwaal",Weak memory consistency models. Part I: Definitions and comparisons,1998
"G Smith, L Groves",Weakening Correctness and Linearizability for Concurrent Objects on Multicore Processors,2019
SF Siegel,What's Wrong With On-the-fly Partial Order,1992
SF Siegel,What's wrong with on-the-fly partial order reduction,2019
"L BAJCZI, A VÖRÖS, V MOLNÁR",Will My Program Break on This Faulty Processor?,2019
"L Bajczi, A Vörös, V Molnár",Will My Program Break on This Faulty Processor? Formal Analysis of Hardware Fault Activations in Concurrent Embedded Software,2019
"C Connelly, CS Ellis",Workload characterization and locality management for coarse grain multiprocessors,1994
ZKF Eckert,"ii Eckert, Zulah Karen Fields (Ph. D., Computer Science) Trace Extrapolation for Parallel Programs on Shared Memory Multiprocessors Thesis directed by …",1995
"P Sewell, S Sarkar, S Owens, FZ Nardelli, ...",x86-TSO: a rigorous and usable programmer's model for x86 multiprocessors,2010
P Godard,Échanges non bloquants de données ordonnées entre producteurs multiples et consommateur unique,2019
Μ Κοκολογιαννάκης,Συστηματικός έλεγχος ορθότητας του read-copy-update υπό ακολουθιακά συνεπή και ασθενή μοντέλα μνήμης,2017
"K Lu, X Zhou, XP Wang, T Bergan, C Chen",一个面向多线程程序的高效并且灵活的确定性软件框架,2015
"中村秀一, 数藤義明, 福井俊之, 濱口一正, ...",分散共有メモリ型計算機クラスタにおける遅延キャッシュ・コヒーレンシ・プロトコルの性能評価,1996