Authors,Title,Year
"A Gotsman, S Burckhardt",Consistency models with global operation sequencing and their composition (extended version),2017
MH Lipasti,Constraint Graph Analysis of Multithreaded Programs,
"HW Cain, MH Lipasti, R Nair",Constraint Graph Analysis of Multithreaded Programs.,2003
MJU Kusano,Constraint-Based Thread-Modular Abstract Interpretation,2018
"S Zhang, M Vijayaraghavan, A Wright, ...",Constructing a weak memory model,2018
S Zhang,Constructing and evaluating weak memory models,2019
"A Bouajjani, M Sighireanu",Constructing optimally robust concurrent programs wrt relaxed memory models and program transformations.,
"J Bataller, JM Bernabéu-Aubán",Constructive and adaptable distributed shared memory,1998
"PA Abdulla, MF Atig, A Bouajjani, TP Ngo",Context-Bounded Model Checking for POWER,2017
"PA Abdulla, MF Atig, A Bouajjani, TP Ngo",Context-bounded analysis for POWER,2017
"MF Atig, A Bouajjani, G Parlato",Context-bounded analysis of TSO systems,2014
"A Velykis, G Grov, L Freitas",Contributions to AI4FM 2015,2015
"J Manson, W Pugh",Core semantics of multithreaded Java,2001
S Chakraborty,Correct Compilation of Relaxed Memory Concurrency,2019
"A Cohen, AF Donaldson, M Huisman, ...",Correct and efficient accelerator programming (Dagstuhl Seminar 13142),2013
"NM Lê, A Pop, A Cohen, F Zappa Nardelli",Correct and efficient work-stealing for weak memory models,2013
"NM Lê, A Pop, A Cohen, FZ Nardelli",Correct and efficient work-stealing for weak memory models. PPoPP'13,2013
C Sakalis,Correctly Synchronised POSIX-threads Benchmark Applications,2015
"MMK Martin, DJ Sorin, HW Cain, ...",Correctly implementing value prediction in microprocessors that support multithreading or multiprocessing,2001
"G Smith, K Winter, RJ Colvin",Correctness of concurrent objects under weak memory models,2018
M Steffen,"Correctness, Compositionality, Concurrency Facets of formal program analysis",2017
"PA Abdulla, MF Atig, YF Chen, C Leonardsson, ...",Counter-example guided fence insertion under TSO,2012
"YA Manerkar, C Trippel, D Lustig, M Pellauer, ...",Counterexamples and proof loophole for the C/C++ to POWER and ARMv7 trailing-sync compiler mappings,2016
"TW Huang, DL Lin, Y Lin, CX Lin",Cpp-Taskflow: A General-purpose Parallel and Heterogeneous Task Programming System at Scale,2020
"L Higham, J Kawash",Critical sections and producer/consumer queues in weak memory systems,1997
"S Conchon, D Declerck, F Zaïdi",Cubicle-: Parameterized Model Checking on Weak Memory,2018
"S Conchon, D Declerck, F Zaïdi",Cubicle-시: Parameterized Model Checking on Weak Memory,
"D Marino, A Singh, T Millstein, M Musuvathi, ...",DRFX: a simple and efficient memory model for concurrent programming languages,2010
"D Marino, A Singh, T Millstein, M Musuvathi, ...","DRFx An Understandable, High Performance, and Flexible Memory Model for Concurrent Languages",2016
"M Lewenstein, S Pettie, VV Williams, SH Hong, ...","Dagstuhl Reports, Vol. 6, Issue 11 ISSN 2192-5283",2017
"H Ponce-de-León, F Furbach, K Heljanko, ...",Dartagnan: Bounded Model Checking for Weak Memory Models (Competition Contribution),2020
LMJ Alglave,Data Race Freedom Guarantee pour un modele de mémoire faible,
W Puffitsch,"Data caching, garbage collection, and the Java memory model",2009
"J Erickson, M Musuvathi",Data race detection,2014
"K Yelick, S Chakrabarti, E Deprit, J Jones, ...",Data structures for irregular applications,1993
ML Goodstein,Dataflow Analysis-Based Dynamic Parallel Monitoring,2014
"A De, D D'Souza, R Nasre",Dataflow analysis for datarace-free programs,2011
"TJ Ham, JL Aragón, M Martonosi",DeSC: Decoupled supply-compute communication management for heterogeneous architectures,2015
"O Lahav, U Boker",Decidable verification under a causally consistent shared memory.,2020
"A Bouajjani, R Meyer, E Möhlmann",Deciding robustness against total store ordering,2011
"J Bender, M Lesani, J Palsberg",Declarative fence insertion,2015
G Friedrich,Decoupled Strong Stubborn Sets,2016
G Parthasarathy,Deductive Verification for Weak Memory Programs,2017
"R Hähnle, M Huisman",Deductive software verification: from pen-and-paper proofs to industrial tools,2019
P Wiesmann,Deductive verification of real-world C++ weak-memory programs,2019
"B Dongol, J Derrick, L Groves, G Smith",Defining correctness conditions for concurrent objects in multicore architectures,2015
"L Bocchi, H Melgratti",Deliverable no.: 5.4/2 Title of Deliverable: On the behaviour of general-purpose applications on cloud storages,2014
"P Boronat, V Cholvi",Dependences between critical sections in synchronized memory models,1998
BS Ang,Design and implementation of a multi-purpose cluster system network interface unit,1999
"S Yang, S Jeong, B Min, Y Kim, B Burgstaller, ...","Design-space evaluation for non-blocking synchronization in Ada: lock elision of protected objects, concurrent objects, and low-level atomics",2020
E Kamburjan,Detecting Deadlocks in Formal System Models with Condition Synchronization,2019
"Y Duan, X Feng, L Wang, C Zhang, ...",Detecting and eliminating potential violations of sequential consistency for concurrent C/C++ programs,2009
"SV Adve, MD Hill, BP Miller, RHB Netzer",Detecting data races on weak memory systems,1991
"DD Grove, I Posva, JH Choquette, CN Click Jr, ...",Detecting software race conditions,2010
"MM Islam, A Muzahid","Detecting, exposing, and classifying sequential consistency violations",2016
"C Flanagan, B König",Developments in automated verification techniques,2014
"T Hoare, S van Staden, B Möller, G Struth, ...",Developments in concurrent Kleene algebra,2016
"A Adir, R Emek, E Marcus, GE Shurek","Device, system and method of modeling homogeneous information",2013
B Kasikci,Dissertation Research,
I Keidar,Distributed Computing Column 43,
"P Baldan, A Corradini, ...",Domains and event structures for fusions,2017
"J Alglave, D Kroening, V Nimal, D Poetzl",Don't sit on the fence,2014
"J Alglave, D Kroening, V Nimal, D Poetzl",Don't sit on the fence: A static analysis approach to automatic fence insertion,2017
"D Kroening, J Alglave, V Nimal, D Poetzl",Don't sit on the fence: A static analysis approach to automatic fence insertion,2017
"PA Abdulla, MF Atig, B Jonsson, TP Ngo",Dynamic Partial Order Reduction Under the Release-Acquire Semantics (Tutorial),2019
TP Ngo,Dynamic Partial Order Reduction Under the Release-Acquire Semantics (Tutorial),2019
L Brutschy,Dynamic and Static Analysis for Weakly Consistent Systems,2018
"N Zhang, M Kusano, C Wang",Dynamic partial order reduction for relaxed memory models,2015
"F Liu, N Nedev, N Prisadnikov, M Vechev, ...",Dynamic synthesis for relaxed memory models,2012
"ORI LAHAV, V VAFEIADIS",E ective Stateless Model Checking for C/C++ Concurrency,
"C Mattarei, C Barrett, S Guo, B Nelson, ...",EMME: a formal tool for ECMAScript Memory Model Evaluation,2018
"H Posadas, E Villar",EU FP7-288307 PHARAON project,
"H Posadas, E Villar, F Broekaert, ...",EU FP7-288307 Pharaon Project: Parallel and Heterogeneous Architecture for Real-Time Applications,2013
"HW Cain, MH Lipasti",Edge chasing delayed consistency: pushing the limits of weak memory models,2012
"J Erickson, M Musuvathi, S Burckhardt, K Olynyk",Effective Data-Race Detection for the Kernel.,2010
"M Kokologiannakis, A Raad, V Vafeiadis",Effective lock handling in stateless model checking,2019
"L Brutschy, D Dimitrov, P Müller, M Vechev",Effective serializability for eventual consistency,2016
"M Kokologiannakis, O Lahav, K Sagonas, ...",Effective stateless model checking for C/C++ concurrency,2017
"D Kroening, L Liang, T Melham, ...",Effective verification of low-level software with nested interrupts,2015
"C Narayan, S Sharma, S Arun-Kumar",Efficient Bounded Verification for TSO,
A Sengupta,Efficient Compiler and Runtime Support for Serializability and Strong Semantics on Commodity Hardware,2017
"A Gidenstam, H Sundell, P Tsigas",Efficient Lock-Free Queues that Mind the Cache,2010
"C Narayan, S Sharma, S Arun-Kumar",Efficient Verification of Concurrent Programs Over TSO Memory Model,2016
"L Chi, S Ping, L Yi, H Qinfen",Efficient Work-Stealing with Blocking Deques,2014
"HQ Le, K So, BB Truong",Efficient firm consistency support mechanisms in an out-of-order execution superscaler multiprocessor,1997
"D Baudisch, J Brandt, ...",Efficient handling of arrays in dataflow process networks,2012
"A Singh, D Marino, S Narayanasamy, ...","Efficient processor support for DRFx, a memory model with exceptions",2011
"X Ren, M Lis",Efficient sequential consistency in gpus via relativistic cache coherence,2017
M Cao,"Efficient, Practical Dynamic Program Analyses for Concurrency Correctness",2017
"F Belletti, E Sparks, M Franklin, AM Bayen",Embarrassingly parallel time series analysis for large scale weak memory systems,2015
"E Tomasco, T Nguyen Lam, B Fischer, S La Torre, ...",Embedding weak memory models within eager sequentialization,2016
"E Tomasco, TN Lam, B Fischer, SL Torre, G Parlato","Embedding weak memory models within eager sequentialization, October 2016",
"MT Lazarescu, A Cohen, L Lavagno, A Pop, M Prieto, ...",Energy-aware parallelization toolset and flow for C code,2018
"S Satish, B McCorkendale, WE Sobel",Enforcing expected control flow in program execution,2014
"M Mazzucco, G Morgan, F Panzieri, C Sharp",Engineering distributed shared memory middleware for java,2009
TP Ngo,Ensuring The Correctness of Concurrent Programs under TSO Memory Models,2013
"L Henrio, C Kessler, L Li",Ensuring memory consistency in heterogeneous systems based on access mode declarations,2018
"D Beyer, M Huisman, V Klebanov, ...",Evaluating Software Verification Systems: Benchmarks and Competitions,2014
M de Visme,Event structures for mixed choice,2019
"I Ivanov, M Nikitchenko, U Abraham",Event-based proof of the mutual exclusion property of Peterson's algorithm,2015
G Winskel,"Events, causality and symmetry",2011
"R Jagadeesan, J Riely",Eventual consistency for crdts,2018
E Bardsley,"Everything you know is wrong: The amazing time traveling CPU, and other horrors of concurrency",2014
"O Lahav, V Vafeiadis",Explaining relaxed memory models with program transformations,2016
B Hechtman,Exploiting Parallelism in GPUs,2014
GAG Andrade,Exploiting canonical dependence chains and address biasing constraints to improve random test generation for shared-memory veridication,2017
"MH Davis Jr, U Ramachandran",Exploiting optical waveguides in general-purpose parallel computing,1993
"BA Hechtman, DJ Sorin",Exploring memory consistency for massively-threaded throughput-oriented processors,2013
"T Sorensen, AF Donaldson",Exposing errors related to weak memory in GPU applications,2016
"L Effinger-Dean, HJ Boehm, D Chakrabarti, ...",Extended sequential reasoning for data-race-free programs,2011
"A Podkopaev, O Lahav, O Melkonian, V Vafeiadis",Extending Intermediate Memory Model with SC accesses,2019
D Chiou,Extending the reach of microprocessors: column and curious caching,1999
"N Bjørner, F De Boer","FM 2015: Formal Methods: 20th International Symposium, Oslo, Norway, June 24-26, 2015, Proceedings",2015
"Y Chen, Y Lv, W Hu, T Chen, H Shen, ...",Fast complete memory consistency verification,2009
"J Giacomoni, T Moseley, M Vachharajani",FastForward for Efficient Pipeline Parallelism; CU-CS-1028-07,2007
"A Morrison, Y Afek",Fence-free work stealing on bounded TSO processors,2014
"J Alglave, L Maranget",Fences and Synchronisation Idioms in Weak Memory Models,2009
"A Jade, L Maranget",Fences in Weak Memory Models,2009
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models,2010
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models (extended version),2012
"J Alglave, L Maranget, S Sarkar, P Sewell","Fences in weak memory models, CAV 2010",
"PA Abdulla, MF Atig, S Kaxiras, C Leonardsson, ...",Fencing programs with self-invalidation and self-downgrade,2016
"DAW Clarke, T Miller, ...",Finding Data Races in Java programs,2016
SA Dabdoub,Finding linearization violations in lock-free concurrent data structures,2013
G Parlato,"Finding rare concurrent programming bugs:: An automatic, symbolic, randomized, and parallelizable approach",2018
"B Engel, M Völp",First Experiences on PWCS synchronized Data Structures,
CM Kampen,Formal Automated Verification of a Work-Stealing Deque,2020
"N Bjørner, F de Boer",Formal Methods,
"S Pervez, G Gopalakrishnan, RM Kirby, R Thakur, ...",Formal Methods Applied to HPC Software Design: A Case Study of Locking Based on MPI One-Sided Communication,
"K Havelund, J Peleska, B Roscoe, E de Vink",Formal Methods LNCS 10951,
"K Havelund, J Peleska, B Roscoe, E De Vink","Formal Methods: 22nd International Symposium, FM 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 15-17, 2018 …",2018
"MH ter Beek, A McIver, JN Oliveira",Formal Methods–The Next 30 Years LNCS 11800,
"MH Ter Beek, A McIver, JN Oliveira","Formal Methods–The Next 30 Years: Third World Congress, FM 2019, Porto, Portugal, October 7–11, 2019, Proceedings",2019
"A Darbari, I Singleton, M Butler, J Colley","Formal Modelling, Testing and Verification of HSA Memory Models using Event-B",2016
SW Cheng Hum Yuen,Formal Models and Implementations of Distributed Shared Memory,2009
"QT Trac, M Ogawa",Formal Semantics Extraction from MIPS Instruction Manual,2019
"A Bouajjani, A Silva","Formal Techniques for Distributed Objects, Components, and Systems",2017
"A Horn, M Tautschnig, C Val, L Liang, ...",Formal co-validation of low-level hardware/software interfaces,2013
"S Pervez, G Gopalakrishnan, RM Kirby, ...",Formal methods applied to high‐performance computing software design: a case study of MPI one‐sided communication‐based locking,2010
P Bolignano,Formal models and verification of memory management in a hypervisor,2017
A Roychoudhury,Formal reasoning about hardware and software memory models,2002
V Vafeiadis,Formal reasoning about the C11 weak memory model,2015
"AV Vu, M Ogawa",Formal semantics extraction from natural language specifications for ARM,2019
P Chatterjee,Formal specification and verification of memory consistency models of shared memory multiprocessors,2002
"D Aspinall, J Ševčík",Formalising Java's data race free guarantee,2007
"RT Bauer, J Hook, B Massey, J Walpole",Formalizing Memory Management Properties of RCU,
"R Achermann, L Humbel, D Cock, T Roscoe",Formalizing memory accesses and interrupts,2017
Y Yang,Formalizing shared memory consistency models for program analysis,2005
RT Bauer,Formalizing the Correctness Criteria of RCU's Grace Period,2005
"S Chakraborty, V Vafeiadis",Formalizing the concurrency semantics of an LLVM fragment,2017
"PH Hartel, L Moreau","Formalizing the safety of Java, the Java virtual machine, and Java card",2001
"V Chennareddy, JK Deka",Formally verifying the distributed shared memory weak consistency models,2006
"AF Donaldson, J Ketema, T Sorensen, ...",Forward Progress on GPU Concurrency (Invited Talk),2017
"AF Donaldson, J Ketema, T Sorensen, J Wickerson",Forward progress on GPU concurrency,2017
AW Appel,Foundational high-level static analysis,2008
"M Zhang, A Lebeck, D Sorin",Fractal consistency: Architecting the memory system to facilitate verification,2010
"M Cimini, JG Siek",Fractional Permissions for Race-Free Mutable References in a Dataflow Intermediate Language,2016
"J Alglave, L Maranget, P Mckenney, A Parri, A Stern",Frightening Small Children and Disconcerting Grown-ups,2018
"J Alglave, L Maranget, PE McKenney, A Parri, ...",Frightening small children and disconcerting grown-ups: Concurrency in the Linux kernel,2018
"T Suzanne, A Miné",From array domains to abstract interpretation under store-buffer-based memory models,2016
"E Cohen, B Schirmer",From total store order to sequential consistency: A practical reduction theorem,2010
S La Torre,GENNARO PARLATO CURRICULUM VITAE,
"M He, V Vafeiadis, S Qin, JF Ferreira",GPS $$$$: Reasoning About Fences and Relaxed Atomics,2018
"A Turon, V Vafeiadis, D Dreyer","GPS: Navigating weak memory with ghosts, protocols, and separation",2014
"JJ Hwang, YM Lu",GPU Concurrency: Weak Behaviours and Programming Assumptions,
"J Alglave, M Batty, AF Donaldson, ...",GPU concurrency: Weak behaviours and programming assumptions,2015
"S CASTELLAN, LÉO STEFANESCO, N YOSHIDA",Game Semantics: Easy as Pi,
RB Thapa,Generating Posets Beyond N,2020
"U Fahrenberg, C Johansen, G Struth, ...",Generating Posets Beyond N,2020
"S Mador-Haim, R Alur, MMK Martin",Generating litmus tests for contrasting memory consistency models,2010
"S Mador-Haim, R Alur, MMK Martin",Generating litmus tests for contrasting memory consistency models-extended version,2010
"U Fahrenberg, C Johansen, G Struth, ...",Generating posets beyond N,2019
"RJC Pitcher, J Riely",Generative Operational Semantics for Relaxed Memory Models,
"R Jagadeesan, C Pitcher, J Riely",Generative operational semantics for relaxed memory models,2010
"MF Atig, A Bouajjani, G Parlato",Getting rid of store-buffers in TSO analysis,2011
"MF Atig, A Bouajjani, G Parlato",Getting rid of store-buffers in the analysis of weak memory models,2011
"Y Chen, T Chen, W Hu","Global clock, physical time order and pending period analysis in multiprocessor systems",2009
"MSSEI FAN, A MEBSOUT, F LE FESSANT, ...","Grant Proposal: Liquidity, development and verification frameworks",2018
J Hayman,Granularity and concurrent separation logic,2011
"UA Acar, A Charguéraud, M Rainey",Greedy Sharing: Load Balancing on Weakly Consistent Memory,
"M Kokologiannakis, V Vafeiadis",HMC: Model Checking for Hardware Memory Models,2020
"X Ren, D Lustig, E Bolotin, A Jaleel, ...",HMG: Extending Cache Coherence Protocols Across Modern Hierarchical Multi-GPU Systems,2020
"O Travkin, H Wehrheim",Handling TSO in mechanized linearizability proofs,2014
"V Bertacco, A Legay",Hardware and Software: Verification and Testing,2013
"V Bertacco, A Legay","Hardware and Software: Verification and Testing: 9th International Haifa Verification Conference, HVC 2013, Haifa, Israel, November 5-7, 2013, Proceedings",2013
"N Ramanathan, ST Fleming, J Wickerson, ...",Hardware synthesis of weakly consistent C concurrency,2017
"J Alglave, L Maranget, M Tautschnig",Herding cats,2013
"J Alglave, L Maranget, M Tautschnig","Herding cats: Modelling, simulation, testing, and data mining for weak memory",2014
M Moy,High-level models for embedded systems,2014
N Ramanathan,High-level synthesis of fine-grained weakly consistent C concurrency,2019
"P Schmid, M Besta, T Hoefler",High-performance distributed rma locks,2016
J Frömmer,Hoare calculi for parallel programs,
"A Sengupta, S Biswas, M Zhang, MD Bond, ...",Hybrid static–dynamic analysis for statically bounded region serializability,2015
"A Armstrong, C Pulte, S Flur, I Stark, N Krishnaswami, ...","ISA semantics for ARMv8-a, RISC-v, and CHERI-MIPS",2019
"GL Guthrie, H Shen, DE Williams",Implementing barriers to efficiently support cumulativity in a weakly ordered memory system,2019
"GL Guthrie, H Shen, DE Williams",Implementing barriers to efficiently support cumulativity in a weakly-ordered memory system,2018
"GL Guthrie, H Shen, DE Williams",Implementing barriers to efficiently support cumulativity in a weakly-ordered memory system,2018
"B Protopopov, R Dimitrov",Implementing high-performance multi-device (MPI) for clusters of workstations interconnected with gigabit LAN's,1996
"K Matsumoto, T Ugawa, T Abe",Improvement of a library for model checking under weakly ordered memory model with spin,2018
"GL Guthrie, WJ Starke, DE Williams",Improving processor performance for instruction sequences that include barrier instructions,2016
N Gavrilenko,Improving scalability of bounded model checking for weak memory models,2020
"H Posadas, A Nicolás, P Peñil, E Villar, ...",Improving the design flow for parallel and heterogeneous architectures running real-time applications: The PHARAON FP7 project,2014
"E Wernli, M Lungu, OM Nierstrasz",Incremental dynamic updates with first-class contexts,2013
"C Narayan, S Guha, S Arun-Kumar",Inferring Fences in a Concurrent Program Using SC proof of Correctness,2013
"N Walkinshaw, R Taylor, J Derrick",Inferring extended finite state machine models from software executions,2016
V Nimal,Inferring memory fences for Power and ARM in a fully static manner,
I WG,Institute of,
"CA Furia, K Winter",Integrated Formal Methods LNCS 11023,
"CA Furia, K Winter","Integrated Formal Methods: 14th International Conference, IFM 2018, Maynooth, Ireland, September 5-7, 2018, Proceedings",2018
"S Dalvandi, B Dongol, S Doherty",Integrating Owicki-Gries for C11-Style Memory Models into Isabelle/HOL,2020
"A Verma, PK Kalita, A Pandey, S Roy",Interactive debugging of concurrent programs under relaxed memory models,2020
"SP Song, SC Horne",Interlock acquisition for critical code section execution in a shared memory common-bus individually cached multiprocessor system,1994
J Alglave,Internship proposal for Tristan Charrier,
RNM Watson,Introduction to multithreading and multiprocessing in the freebsd smpng network stack,2005
"G Smith, J Derrick",Invariant generation for linearizability proofs,2016
"A De, A Roychoudhury, D D'Souza",Java memory model aware software verification,
J Oberhauser,Justifying the strong memory semantics of concurrent high-level programming languages for system programming,2017
NM Lê,"Kahn process networks as concurrent data structures: lock freedom, parallelism, relaxation in shared memory",2016
T Hoare,Keynote: A Vision for the Science of Computing,2008
"I Size, CM Share, SA Relaxations, A Revenue, ...",LICS-1 ICALP A-1 ICALP A-2 LICS-2,
"J Barnat, L Brim, V Havel",LTL model checking of parallel programs with under-approximated TSO memory model,2013
"T van Dijk, JC van de Pol",Lace: non-blocking split deque for work-stealing,2014
T Harris,Language constructs for transactional memory.,2009
"A Bouajjani, G Calin, E Derevenetc, R Meyer",Lazy TSO reachability,2015
"J Alsop, MS Orr, BM Beckmann, ...",Lazy release consistency for GPUs,2016
"E Tomasco, TL Nguyen, O Inverso, ...",Lazy sequentialization for TSO and PSO via shared memory abstractions,2016
"L Henrio, C Kessler, L Li",Leveraging access mode declarations in a model for memory consistency in heterogeneous systems,2020
"M Batty, M Dodds, A Gotsman",Library abstraction for C/C++ concurrency,2013
J Kawash,Limitations and capabilities of weak memory consistency systems,2000
"W Hu, Y Chen, T Chen, C Qian, ...",Linear time memory consistency verification,2011
"S Doherty, J Derrick",Linearizability and causality,2016
"G Smith, K Winter, RJ Colvin",Linearizability on hardware weak memory models,2019
"A Gotsman, H Yang",Linearizability with ownership transfer,2012
"S Mador-Haim, R Alur, ...",Litmus tests for comparing memory consistency models: How long do they need to be?,2011
"JALMS Sarkar, P Sewell",Litmus: Running Tests Against Hardware,
"J Alglave, L Maranget, S Sarkar, P Sewell",Litmus: Running Tests against Hardware,2011
"E Derevenetc, R Meyer, S Schweizer",Locality and singularity for store-atomic memory models,2017
"G Long, N Yuan, D Fan","Location Consistency model revisited: Problem, solution and prospects",2008
"KS Namjoshi, N Singhania",Loopy: Programmable and formally verified loop transformations,2016
I Zhirkov,"Low-Level Programming: C, Assembly, and Program Execution on Intel® 64 Architecture",2017
MJ Sullivan,Low-level Concurrent Programming Using the Relaxed Memory Calculus,2017
"A Blanchard, N Kosmatov, F Loulergue",MMFilter: A CHR-Based Solver for Generation of Executions under Weak Memory Models,2018
"S Blackburn, R Garner, D Frampton",MMTk: The Memory Management Toolkit,2006
